callsign,actype,adep,ades,eobt,rfl,gs,dep_rwy,arr_rwy,sid,star,approach,route
AIQ4108,A320,VTBS,VTCC,2025-12-23 09:25,340,460,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
AIQ4153,A320,VTCT,VTBS,2025-12-23 09:25,370,460,RW21,RW01,DUBE1B,NORT1D,R01,DUBEN Y28 BLAFF DCT NORTA
BKP961,A319,VTSM,WSSS,2025-12-23 09:25,390,425,RW35,,RUMV1B,,,RUMVA Y95 IKOGA Y24 PASVA
CES9620,B737,VTCC,ZPPP,2025-12-23 09:25,310,460,RW36,,MONL2C,,,MONLO R207 IKISU W22 CTR A581 PONUK
HKE701,A21N,VTBS,VHHH,2025-12-23 09:25,330,470,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
JAL707,B788,RJAA,VTBS,2025-12-23 09:25,400,470,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
LAO334,AT76,VLPS,VLVT,2025-12-23 09:25,320,415,,,,,,PAK B202 UBL R470 VTN
SIA323,B77W,EHAM,WSSS,2025-12-23 09:25,390,480,,,,,,EKAVO M626 IKOGA Y24 PASVA
AFL815,B738,VTBS,UNKL,2025-12-23 09:30,330,440,RW02R,,NOBE1S,,,NOBER B346 YAKUA
AIC2304,A20N,VIDP,VTBS,2025-12-23 09:30,370,455,,RW01,,WILA1D,R01,BETNO P646 TARED
AIQ3026,A320,VTSP,VTBD,2025-12-23 09:30,390,455,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AIQ4204,A320,VTBS,VTSS,2025-12-23 09:30,350,450,RW02R,RW26,KASN1H,OBLE1A,R26,KASNI M757 OBLEX
BKP154,A319,VTSM,VTBS,2025-12-23 09:30,340,475,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
BTN700,A319,VECC,VTBS,2025-12-23 09:30,370,455,,RW01,,WILA1D,R01,LUDVI L507 IGONI
ELY084,B772,VTBS,LLBG,2025-12-23 09:30,280,525,RW02R,,PAST1H,,,PASTO L301 TANEK
SBI6310,B738,VTBS,UIII,2025-12-23 09:30,330,450,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP W21 UDN R470 VTN
STF02,A320,VTBD,VTUD,2025-12-23 09:30,330,425,RW21L,RW30,ROBK3C,ANPU1C,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ3142,A320,VTBD,VTSR,2025-12-23 09:35,340,455,RW21L,,SABI3C,,,SABIS Y8 MENEX W34 RAN
AIQ3359,A21N,VTUD,VTBD,2025-12-23 09:35,300,430,RW12,RW21R,ANPU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
BKP256,AT76,VTSP,VTSM,2025-12-23 09:35,150,235,RW09,RW17,EMRI1A,,R17,EMRIT Y99 AKVUG Y93 SMU
NOK206,B738,VTBD,VTPP,2025-12-23 09:35,240,375,RW21L,RW32,UGUV3C,,R32,UGUVO Y27 PIBAN
NOK546,B738,VTBD,VTSG,2025-12-23 09:35,360,450,RW21L,RW32,SABI3C,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
SIA843,B78X,ZUTF,WSSS,2025-12-23 09:35,410,470,,,,,,VTN R470 UDN W21 BKK M904 BUT Y11 PASVA
TGW616,E290,WSSS,VTBS,2025-12-23 09:35,400,500,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
AIQ3114,A320,VTBD,VTSS,2025-12-23 09:40,370,450,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
AIQ3446,A320,VTCC,VTBD,2025-12-23 09:40,350,460,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
HVN619,A321,VVNB,VTBS,2025-12-23 09:40,360,450,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
IGO1081,A21N,VIDP,VTSP,2025-12-23 09:40,350,450,,RW09,,SATV1C,,TAVUN L759 SATVA
SIA345,B77W,LSZH,WSSS,2025-12-23 09:40,350,485,,,,,,EKAVO M626 IKOGA Y24 PASVA
UAE333,B77W,RPLL,OMDB,2025-12-23 09:40,340,480,,,,,,TUPGO M633 MUBUS P629 BKK L301 TANEK
AIQ3226,A320,VTSG,VTBD,2025-12-23 09:45,370,450,RW14,RW21R,OSPE1G,SABA3A,R21R,OSPEX Y99 HOTEL DCT SABAI
AXM825,A320,VTSP,WMKK,2025-12-23 09:45,330,430,RW09,,REBE1A,,,REBED B579 DALAN
CQH7301,A320,ZSFZ,VTBS,2025-12-23 09:45,300,445,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
KAL683,B77W,RKSI,VTCC,2025-12-23 09:45,380,435,,RW36,,MONL2A,R36,TOMIP R215 NAN R207 MONLO
TGW681,E290,VTCC,WSSS,2025-12-23 09:45,350,465,RW36,,PANT2C,,,PANTA Y7 BKK M904 PIDEL Y11 PASVA
TLM746,B738,VTBD,VTSB,2025-12-23 09:45,300,480,RW21L,RW22,SABI3C,IKER1A,R22,SABIS Y8 IKERA
AIQ351,A320,VTBD,WSSS,2025-12-23 09:50,350,455,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
AIQ615,A20N,VDSA,VTBD,2025-12-23 09:50,320,450,,RW21R,,SEHN3A,R21R,TUPGO M633 DULEM
AXM887,A20N,VTBD,WMKK,2025-12-23 09:50,370,440,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
AXM888,A320,WMKK,VTBD,2025-12-23 09:50,360,475,,RW21R,,SABA3A,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
CCA823,B738,ZBAA,VTCC,2025-12-23 09:50,360,420,,RW36,,ADLU2A,R36,PONUK A581 ADLUS
CSH834,B38M,VTBS,ZSPD,2025-12-23 09:50,350,460,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
ETD414,A21N,OMAA,VTSP,2025-12-23 09:50,350,490,,RW09,,UBNE1C,,SAPAM L645 UBNEN
HVN38,B789,EKCH,VVTS,2025-12-23 09:50,370,500,,,,,,LUDVI L507 BKK N506 BOKAK
THA136,A320,VTBS,VTCT,2025-12-23 09:50,340,465,RW02R,RW03,UGUV1H,,R03,UGUVO Y27 IKISU W22 BENVI
THA409,A359,VTBS,WSSS,2025-12-23 09:50,330,495,RW02R,,BUT1H,,,BUT Y11 PASVA
TVJ202,A321,VTBS,VTUD,2025-12-23 09:50,290,450,RW02R,RW30,SELK1H,ANPU1C,R30,SELKA Y14 KRT Y23 KKN Y23/Y22
ANA805,B789,RJAA,VTBS,2025-12-23 09:55,400,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CPA706,A21N,VTBS,VHHH,2025-12-23 09:55,410,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
MAS795,B738,VTSP,WMKK,2025-12-23 09:55,370,430,RW09,,REBE1A,,,REBED B579 DALAN
SJX752,A21N,VTCC,RCTP,2025-12-23 09:55,350,495,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
UAL821,B789,VTBS,VHHH,2025-12-23 09:55,410,485,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
AIQ235,A320,RCKH,VTBD,2025-12-23 10:00,340,460,,RW21R,,ENDU3A,R21R,BUTRA A1 UBL Y20 UBLOD
AIQ3303,A320,VTPP,VTBD,2025-12-23 10:00,230,395,RW32,RW21R,PEBL1B,NAKO3A,R21R,PEBLI Y28 BLAFF DCT NAKON
AIQ638,A320,VTBD,VVDN,2025-12-23 10:00,330,475,RW21L,,UPKU3C,,,UPKUP Y16 BUTRA
AKJ624,B38M,VTSP,VOBL,2025-12-23 10:00,300,460,RW09,,UBNE1A,,,UBNEN L645 SAPAM
BKP9002,A319,VTPO,VTBS,2025-12-23 10:00,170,265,RW18,RW01,PEBL1C,NORT1D,R01,PEBLI Y28 BLAFF DCT NORTA
CSZ307,A20N,ZGSZ,VTBS,2025-12-23 10:00,300,460,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
HSAMB,A320,VTCT,VTBD,2025-12-23 10:00,250,270,RW21,RW21R,DUBE1B,NAKO3A,R21R,DUBEN Y28 BLAFF DCT NAKON
HSCPG,A320,VTBS,VTSM,2025-12-23 10:00,310,450,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
MJJ123,A320,VVPQ,VTBD,2025-12-23 10:00,300,515,,RW21R,,SEHN3A,R21R,SAKDA R334 RYN
TGW648,E290,WSSS,VTSM,2025-12-23 10:00,360,470,,RW17,,,R17,KADAX M626 IKOGA Y95 RUMVA
THA417,B788,VTBS,WMKK,2025-12-23 10:00,410,480,RW02R,,KASN1H,,,KASNI M757 KARMI
TLM767,B738,VTSP,VTBD,2025-12-23 10:00,350,455,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
TVJ352,A320,VTBS,VTSB,2025-12-23 10:00,320,480,RW02R,RW22,VANK1H,IKER1A,R22,VANKO Y8 IKERA
AIQ3074,A320,VTCC,VTSG,2025-12-23 10:05,380,450,RW36,RW32,PANT2C,NULM1E,R32,PANTA Y7 BKK Y8 SAPUD W32 NULMA
AXB883,A320,VTBS,VOBL,2025-12-23 10:05,360,455,RW02R,,PAST1H,,,PASTO L301 TANEK
AXM826,A320,WMKK,VTSP,2025-12-23 10:05,340,465,,RW09,,URGA1C,,DUBAX R325 URGAD
BKP162,A319,VTSM,VTBS,2025-12-23 10:05,340,445,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
CSH831,B738,ZSPD,VTSP,2025-12-23 10:05,300,460,,RW09,,SAVS1C,,SAV A202 RAMEI W42 MENEX Y8 SAVSA
IGO1059,A21N,VABB,VTBS,2025-12-23 10:05,350,475,,RW01,,WILA1D,R01,BETNO P646 TARED
MAS780,B38M,WMKK,VTBS,2025-12-23 10:05,360,475,,RW01,,LEBI1D,R01,RIGTO M769 LEBIM
MAS783,B38M,VTBS,WMKK,2025-12-23 10:05,390,445,RW02R,,KASN1H,,,KASNI M757 KARMI
MXD205,B738,WMKK,VIDP,2025-12-23 10:05,340,470,,,,,,DUBAX R325 PUT L759 TAVUN
MXD522,B738,WMKK,VTBD,2025-12-23 10:05,300,475,,RW21R,,SABA3A,R21R,RIGTO M769 GOKEX Y96 EMTIX Y99 HOTEL
THA113,A320,VTCC,VTBS,2025-12-23 10:05,370,475,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
TLM104,B739,VTBD,WSSS,2025-12-23 10:05,370,445,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
VJC1963,A321,VVDN,VTBS,2025-12-23 10:05,340,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
XAX326,A333,WMKK,ZUTF,2025-12-23 10:05,370,475,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
AIQ765,A320,VMMC,VTBD,2025-12-23 10:10,340,445,,RW21R,,ENDU3A,R21R,SAV A202 RAMEI Y20 UBLOD
APJ91,A21N,RJBB,VTBS,2025-12-23 10:10,340,455,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CTV513,A320,VTBD,WIII,2025-12-23 10:10,370,440,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
IGO1068,A21N,VTBS,VOHS,2025-12-23 10:10,280,475,RW02R,,PAST1H,,,PASTO L301 TANEK
JJA2515,B38M,RKSI,VTCC,2025-12-23 10:10,340,430,,RW36,,MONL2A,R36,TOMIP R215 NAN R207 MONLO
KNA8367,A320,ZPPP,VTBS,2025-12-23 10:10,320,475,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
MAS21,A359,LFPG,WMKK,2025-12-23 10:10,410,475,,,,,,TAVUN L759 PUT B579 DALAN
NOK136,B738,VTBD,VTCC,2025-12-23 10:10,320,470,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
NWS3436,A320,VTSP,USSS,2025-12-23 10:10,340,495,RW09,,SATV1A,,,SATVA L759 TAVUN
THA216,A320,VTSP,VTBS,2025-12-23 10:10,350,490,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
THA303,A320,VTBS,VYYY,2025-12-23 10:10,320,485,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
TLM715,B739,VTSS,VTBD,2025-12-23 10:10,320,470,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
TLM812,B738,VTBD,VTSG,2025-12-23 10:10,340,460,RW21L,RW32,SABI3C,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
AIQ3094,A320,VTSP,VTBD,2025-12-23 10:15,390,465,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
BKP308,AT76,VTBO,VTBS,2025-12-23 10:15,140,260,,RW01,OMNI,TUMG1D,R01,RYN
CEB943,A20N,RPLC,VTBS,2025-12-23 10:15,300,475,,RW01,,TUMG1D,R01,TUPGO M633 DULEM DCT SEHNA
EVA068,B77W,VTBS,RCTP,2025-12-23 10:15,370,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
HIM891,A320,WMKK,VNKT,2025-12-23 10:15,340,470,,,,,,DUBAX R325 PUT L515 IKULA
HVN607,A321,VVTS,VTBS,2025-12-23 10:15,320,460,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
TGW652,A20N,WSSS,VTSP,2025-12-23 10:15,380,480,,RW09,,URGA1C,,DUBAX R325 URGAD
THA217,A320,VTBS,VTSP,2025-12-23 10:15,340,460,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
TLM514,B739,VTBD,VTCC,2025-12-23 10:15,340,455,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
TLM741,B738,VTSB,VTBD,2025-12-23 10:15,330,470,RW04,RW21R,NIXE1D,SABA3A,R21R,NIXET Y99 HOTEL DCT SABAI
TLM760,B738,VTBD,VTSP,2025-12-23 10:15,320,475,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
TVJ107,B38M,VTCC,VTBS,2025-12-23 10:15,350,465,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
AIQ253,A320,VTBD,VYYY,2025-12-23 10:20,360,455,RW21L,,TARE3C,,,TARED P646 BETNO
AIQ3181,A320,VTSF,VTBD,2025-12-23 10:20,380,470,RW01,RW21R,TAWI1A,SABA3A,R21R,NKS Y94 DOXAS M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ3431,A320,VTBD,VTCC,2025-12-23 10:20,340,455,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
AIQ3521,A320,VTUO,VTBD,2025-12-23 10:20,240,410,RW22,RW21R,OMNI,ENDU3A,R21R,W38 RAMEI Y20 UBLOD DCT ENDUU
BKP159,A319,VTBS,VTSM,2025-12-23 10:20,150,250,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP284,A319,VTSP,VTBS,2025-12-23 10:20,370,455,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
BKP454,AT76,VTSM,VTBD,2025-12-23 10:20,160,260,RW35,RW21R,OLBA1B,SABA3A,R21R,OLBAG Y17 DONSI M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
ETD400,B77W,OMAA,VTBS,2025-12-23 10:20,390,500,,RW01,,WILA1D,R01,NURDA L524 IBETO
IGO1089,A21N,VABB,VTSP,2025-12-23 10:20,350,455,,RW09,,UPSA1C,,IKULA L515 UPSAB
NOK108,B738,VTBD,VTCT,2025-12-23 10:20,380,450,RW21L,RW03,UGUV3C,,R03,UGUVO Y27 IKISU W22 BENVI
TVJ109,A321,VTCC,VTBS,2025-12-23 10:20,350,450,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
AIQ3018,A320,VTSP,VTBD,2025-12-23 10:25,370,455,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
BKP146,A319,VTSM,VTBS,2025-12-23 10:25,300,380,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
BKP294,AT76,VTBU,VTSM,2025-12-23 10:25,150,250,RW18,RW17,BKK1A,,R17,BUT DCT ASEKU M757 MABKO W33 SMU
BKP907,AT76,VTBS,VDSA,2025-12-23 10:25,150,245,RW02R,,GOME1S,,,GOMES N506 BOKAK
CDC8022,A320,VTBS,ZSHC,2025-12-23 10:25,330,465,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CSN6064,A20N,VTSP,ZGGG,2025-12-23 10:25,330,470,RW09,,EMRI1A,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
NOK532,B738,VTBD,VTSP,2025-12-23 10:25,380,455,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
PAL684,A333,RPLL,OTHH,2025-12-23 10:25,360,475,,,,,,TUPGO M633 TANEK
SIA25,B77W,EDDF,WSSS,2025-12-23 10:25,370,470,,,,,,TAVUN L759 PUT W14 HTY A334 PASVA
TLM370,B738,VTBD,VMMC,2025-12-23 10:25,330,460,RW21L,,ROBK3C,,,ROBKA A1 SANOT Y15 GUROK A202 SAV
TLM509,B739,VTCC,VTBD,2025-12-23 10:25,330,425,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
TLM674,B738,VTBD,VTUW,2025-12-23 10:25,330,460,RW21L,RW15,ROBK3C,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
TLM718,B738,VTBD,VTSS,2025-12-23 10:25,350,455,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
TLM792,B738,VTBD,VTSF,2025-12-23 10:25,330,460,RW21L,RW19,KASN3C,,R19,KASNI M757 LOSDA Y94 NKS
UEA2867,A320,ZUTF,VTBS,2025-12-23 10:25,320,470,,RW01,,NORT1D,R01,VTN R474 CMP W21 NOBER
VJC1982,A321,VTBS,VVPQ,2025-12-23 10:25,330,475,RW02R,,RYN1H,,,RYN R334 SAKDA
AIQ3549,A320,VTUL,VTBD,2025-12-23 10:30,300,385,RW19,RW21R,BOVG1B,NAKO3A,R21R,BOVGO B218 CMP W21 NOBER DCT NAKON
AXM102,A320,ZPPP,WMKK,2025-12-23 10:30,370,450,,,,,,YAKUA B346 BKK M904 PIDEL Y11 PASVA
AXM8567,A321,VDTI,VTSP,2025-12-23 10:30,340,455,,RW09,,EMRI1C,,BASIT R588 EMRIT
BKP173,A319,VTBS,VTSM,2025-12-23 10:30,330,435,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
BKP214,AT76,VTPO,VTBS,2025-12-23 10:30,170,245,RW18,RW01,PEBL1C,NORT1D,R01,PEBLI Y28 BLAFF DCT NORTA
BKP277,A320,VTBS,VTSP,2025-12-23 10:30,340,460,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
BKP404,A319,VTSP,VTSM,2025-12-23 10:30,130,240,RW09,RW17,EMRI1A,,R17,EMRIT Y99 AKVUG Y93 SMU
CES9613,B738,ZPPP,VTBS,2025-12-23 10:30,340,465,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
HVN920,A321,VDTI,VLVT,2025-12-23 10:30,350,455,,,,,,PAK B202 UBL R470 VTN
JJA2503,B38M,RKSI,VTBS,2025-12-23 10:30,340,450,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
JJA2551,B738,RKPK,VTBS,2025-12-23 10:30,340,450,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
MMA371,A319,VTCC,VYYY,2025-12-23 10:30,280,435,RW36,,PUMA2C,,,PUMAM A581 BOMAS
NOK197,B738,VTPM,VTBD,2025-12-23 10:30,250,415,,RW21R,KADA1B,NAKO3A,R21R,KADAV W26 IGPOP Y7 BLAFF DCT NAKON
QTR933,B77W,RPLL,OTHH,2025-12-23 10:30,320,500,,,,,,TUPGO M633 TANEK
RTP184,F2TH,VTPM,VTBD,2025-12-23 10:30,190,275,,RW21R,KADA1B,NAKO3A,R21R,KADAV W26 IGPOP Y7 BLAFF DCT NAKON
THA564,A320,VTBS,VVNB,2025-12-23 10:30,350,475,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP R474 VTN
THA636,A320,VTBS,RCTP,2025-12-23 10:30,370,470,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
TLM647,B738,VTUK,VTBD,2025-12-23 10:30,240,400,RW21,RW21R,EMRU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
AIQ231,A21N,RCTP,VTBD,2025-12-23 10:35,380,440,,RW21R,,ENDU3A,R21R,BUTRA A1 UBL Y20 UBLOD
AIQ3925,A320,VTBD,VTCL,2025-12-23 10:35,320,440,RW21L,RW36,OLVU3C,IBIR1A,R36,OLVUK Y26 BEBUV Y33 IBIRI
AIQ4512,A320,VTUO,VTBS,2025-12-23 10:35,220,465,RW22,RW01,OMNI,EAST1D,R01,W38 RAMEI W42 PAKRI Y13 RUKSA DCT EASTE
CSC3993,A21N,ZUTF,WMKK,2025-12-23 10:35,330,460,,,,,,VTN R470 UDN W21 BKK M904 BUT Y11 PASVA
CXA834,B38M,VTBS,ZSAM,2025-12-23 10:35,330,470,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
HVN10,A321,LFPG,VVTS,2025-12-23 10:35,410,485,,,,,,TAVUN L759 PUT R588 BASIT
KAL653,B77W,RKSI,VTBS,2025-12-23 10:35,380,480,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
SIA720,B78X,WSSS,VTBS,2025-12-23 10:35,400,500,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
SIA740,B38M,WSSS,VTSP,2025-12-23 10:35,320,465,,RW09,,URGA1C,,DUBAX R325 URGAD
TGW637,E290,VTBS,WSSS,2025-12-23 10:35,410,475,RW02R,,BUT1H,,,BUT Y11 PASVA
THA556,A320,VTBS,VVTS,2025-12-23 10:35,350,475,RW02R,,GOME1S,,,GOMES N506 BOKAK
VJC805,A320,VVTS,VTBS,2025-12-23 10:35,360,450,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
AIQ3332,A320,VTSB,VTBD,2025-12-23 10:40,310,455,RW04,RW21R,NIXE1D,SABA3A,R21R,NIXET Y99 HOTEL DCT SABAI
AIQ3420,A320,VTCC,VTBD,2025-12-23 10:40,350,455,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AXM821,A320,VTSP,WMKK,2025-12-23 10:40,330,450,RW09,,REBE1A,,,REBED B579 DALAN
CPA708,A21N,VTBS,VHHH,2025-12-23 10:40,410,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
JNA021,B738,RKPK,VTBS,2025-12-23 10:40,340,455,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
SIA317,A388,EGLL,WSSS,2025-12-23 10:40,390,480,,,,,,EKAVO M626 IKOGA Y24 PASVA
SJX746,A339,VTBS,RCTP,2025-12-23 10:40,410,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
TUA801,B77L,UTAA,WMKK,2025-12-23 10:40,330,495,,,,,,IKULA L515 PUT B579 DALAN
AIQ3171,A320,VTUD,VTSP,2025-12-23 10:45,360,445,RW12,RW09,ANPU1B,SAVS1C,,Y22/Y23 KKN Y23 KRT Y20 BKK Y8 SAVSA
AIQ3397,A320,VTUW,VTBD,2025-12-23 10:45,380,445,RW15,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
CAL6654,A21N,VTBS,VVNB,2025-12-23 10:45,370,500,RW02R,,UGUV1H,,,UGUVO Y27 PIBAN Y29 PSL W26 CMP R474 VTN
CRK772,A320,VTBS,VHHH,2025-12-23 10:45,350,475,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
CSC3773,A21N,ZUCK,WMKK,2025-12-23 10:45,350,460,,,,,,YAKUA B346 BKK M757 KARMI
ETD441,A332,RPLL,OMAA,2025-12-23 10:45,340,485,,,,,,TUPGO M633 TANEK
MMA363,A319,VTBD,VYYY,2025-12-23 10:45,320,465,RW21L,,TARE3C,,,TARED P646 BETNO
TVJ2304,B38M,VTBS,VTSP,2025-12-23 10:45,340,450,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
TVJ722,B38M,VTBS,VDTI,2025-12-23 10:45,310,460,RW02R,,GOME1S,,,GOMES N506 BOKAK
XAX808,A333,WMKK,ZUCK,2025-12-23 10:45,370,475,,,,,,RIGTO M769 BKK B346 YAKUA
AIQ3009,A320,VTBD,VTSP,2025-12-23 10:50,360,450,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AIQ3215,A21N,VTBD,VTSG,2025-12-23 10:50,360,450,RW21L,RW32,SABI3C,NULM1E,R32,SABIS Y8 SAPUD W32 NULMA
AIQ3224,A320,VTSG,VTBD,2025-12-23 10:50,390,460,RW14,RW21R,OSPE1G,SABA3A,R21R,OSPEX Y99 HOTEL DCT SABAI
AIQ3379,A320,VTUU,VTBD,2025-12-23 10:50,320,435,RW05,RW21R,ASAB1B,ENDU3A,R21R,Y20 UBLOD DCT ENDUU
BKP165,A319,VTBS,VTSM,2025-12-23 10:50,330,445,RW02R,RW17,KASN1H,,R17,KASNI M757 MABKO W33 SMU
SIA303,A359,EBBR,WSSS,2025-12-23 10:50,370,485,,,,,,TAVUN L759 PUT W14 HTY A334 PASVA
STF02,A320,VTUD,VTBD,2025-12-23 10:50,320,440,RW12,RW21R,ANPU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
THA635,B772,RCTP,VTBS,2025-12-23 10:50,400,470,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TLM629,B738,VTUU,VTBD,2025-12-23 10:50,300,405,RW05,RW21R,ASAB1B,ENDU3A,R21R,Y20 UBLOD DCT ENDUU
TWB101,A320,RKSI,VTBS,2025-12-23 10:50,340,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
ABY817,A21N,VTBS,OMSJ,2025-12-23 10:55,320,475,RW02R,,PAST1H,,,PASTO L301 TANEK
AIC2335,A20N,VTBS,VIDP,2025-12-23 10:55,340,460,RW02R,,TARE1H,,,TARED P646 BETNO
AIQ243,A320,RCTP,VTCC,2025-12-23 10:55,340,430,,RW36,,MONL2A,R36,VTN R207 MONLO
CCA472,A321,VTBS,ZUTF,2025-12-23 10:55,310,450,RW02R,,UGUV1H,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
NOK604,B738,VTBD,VTSE,2025-12-23 10:55,280,475,RW21L,RW24,SABI3C,,R24,SABIS Y8 MENEX W34 CPN
TGW134,A20N,WSSS,ZLXY,2025-12-23 10:55,360,475,,,,,,GOLUD M751 BKK R474 VTN
